_id,date,shaperdroprcvdbyte,srcip,dstport,tz,eventtime,sessionid,type,srccountry,shaperrcvdname,mastersrcmac,action,dstip,trandisp,osname,srcintf,level,srcserver,transip,priority,vd,proto,policyname,dstcountry,devid,srcintfrole,poluuid,sentpkt,duration,policyid,subtype,srcmac,devname,dstintf,shapersentname,sentbyte,policytype,transport,shaperdropsentbyte,dstintfrole,appcat,srcname,service,srcport,logid,srcswversion,time,rcvdbyte,rcvdpkt,nifi_datetime,app,srcfamily,devtype,srchwversion,srchwvendor,unauthusersource,unauthuser,msg,sync_type,logdesc,sync_status,countweb,utmaction,srcuuid,dstuuid,catdesc,hostname,reqtype,cat,direction,method,profile,url,eventtype,src_int,policy_id,epoch,dir,dst_int,from,voip_proto,kind,session_id,call_id,src_port,event_id,dst_port,logsrc,to,status,reason,tunnelid,remip,tunneltype,user,dst_host,group,desc,sentdelta,rcvddelta,dstswversion,dsthwversion,dstdevtype,dstfamily,dsthwvendor,dstosname,ui,sn,identifier,devcategory,ip,interface,mac,dhcp_msg,lease,server,ssid,security,encryption,stamac,remotewtptime,vap,ap,authserver,crlevel,dstcity,vwlid,crscore,craction,dstreputation,dstinetsvc,masterdstmac,dstregion,dstmac,vpntype,dstserver,locip,useralt,cookies,vpntunnel,peer_notif,remport,result,assignip,xauthuser,outintf,xauthgroup,locport,espauth,role,esptransform,out_spi,in_spi,init,version,exch,dstuser,agent,ratemethod,httpmethod,radioband,channel,mpsk,signal,radioid,snr,advpnsc,nextstat,tunnelip,community,pdstport,psrcport,mode,stage,fazlograte,mem,sysuptime,disklograte,bandwidth,cpu,freediskstorage,disk,setuprate,totalsession,bssid,manuf,stacount,apscan,onwire,aptype,radioiddetected,rate,noise,live,radioidclosest,detectionmethod,apstatus,snclosest,sndetected,age,intf,fctuid,applist,apprisk,incidentserialno,scertcname,scertissuer,appid,countapp,tranip,tranport,phase2_name,cause,pid,used,total,cfgattr,cfgobj,cfgtid,cfgpath,act,hook,tuple-num,operdrmamode,opercountry,cfgtxpower,configcountry,opertxpower,slctdrmamode
vccUnZkBOc1mRMCt3aEY,2025-09-30,0,172.30.16.75,443,+0200,1759226081703517029,409862651,traffic,Reserved,web-limit,f4:a8:0d:73:30:cd,close,13.107.138.10,snat,Windows,VALN80,notice,0,2.117.144.115,189,root,6,Navigazione,United,FG100FTK23080008,lan,cb2c5284-4f32-51ef-a5ee-7792f7896b30,11,24,9,forward,f4:a8:0d:73:30:cd,Fiorucci-FG-01,wan1,web-limit,4522,policy,56137,0,wan,unscanned,ITPOME-LT1062,HTTPS,56137,0000000013,10,11:54:42,3022,10,2025-10-01T00:03:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vscUnZkBOc1mRMCt3aEY,2025-09-30,,fe80::29c:2ff:fe04:cfa8,547,+0200,1759226081729305789,2006827,traffic,,,00:9c:02:04:cf:a8,deny,ff02::1:2,noop,,VLAN30,notice,0,,189,root,17,,,FG100FTK23080008,lan,,0,0,0,local,00:9c:02:04:cf:a8,Fiorucci-FG-01,root,,0,local-in-policy6,,,undefined,unscanned,,DHCP6,546,0001000014,,11:54:42,0,0,2025-10-01T00:03:34,DHCP6,LaserJet,Printer,M4555,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18cVnZkBOc1mRMCtBKEh,2025-09-30,0,172.30.19.117,443,+0200,1759226081953518049,409864543,traffic,Reserved,web-limit,dc:fb:48:28:2a:71,close,20.231.131.224,snat,Windows,VLAN60,notice,0,2.117.144.115,189,root,6,Navigazione,Italy,FG100FTK23080008,lan,cb2c5284-4f32-51ef-a5ee-7792f7896b30,13,2,9,forward,dc:fb:48:28:2a:71,Fiorucci-FG-01,wan1,web-limit,4891,policy,51703,0,wan,unscanned,ITPOME-LT146,HTTPS,51703,0000000013,10,11:54:42,5355,13,2025-10-01T00:03:44,,,,,,kerberos,Attilio.Mignani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2McVnZkBOc1mRMCtBKEh,2025-09-30,,,,+0200,1759226081341830877,,event,,,,,,,,,information,,,190,root,,,,FG200ETK18902811,,,,,,ha,,FortiGate-200E,,,,,,,,,,,,0108037903,,11:54:42,,,2025-10-01T00:03:44,,,,,,,,The,configurations,Synchronization,in-sync,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ccVnZkBOc1mRMCtK6FD,2025-09-30,,192.168.39.102,9200,+0200,1759225537238884000,803356195,traffic,Reserved,,24:2f:fa:38:02:07,client-rst,23.88.7.85,snat,Windows,PROGRESS,notice,0,2.33.53.52,189,root,6,LOG_INTERNET,United,FGT80FTK22063366,lan,73b8376a-f5bf-51ee-6914-d26cbc63d0f4,7,5,33,forward,24:2f:fa:38:02:07,CAPALDO_MANOCALZATI,wan1,,816,policy,63907,,wan,unscanned,AVPOS002,tcp/9200,63907,0000000013,10,11:45:37,2721,7,2025-10-01T00:03:54,,Network,Network,,Toshiba,,,,,,,1,allow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8scVnZkBOc1mRMCtK6FD,2025-09-30,,192.168.38.16,80,+0200,1759225537208887960,803356180,traffic,Reserved,,d0:27:88:8a:d5:0a,client-rst,87.248.119.252,snat,Windows,PROGRESS-AT,notice,0,2.33.53.52,189,root,6,LOG_INTERNET,Germany,FGT80FTK22063366,lan,73b8376a-f5bf-51ee-6914-d26cbc63d0f4,6,5,33,forward,d0:27:88:8a:d5:0a,CAPALDO_MANOCALZATI,wan1,,605,policy,55401,,wan,unscanned,ATBAGNO,HTTP,55401,0000000013,7,11:45:37,4904,6,2025-10-01T00:03:54,,,,,Hon,kerberos,arredobaat,,,,,1,allow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FccVnZkBOc1mRMCtUqJJ,2025-09-30,,fe80::578c:46ab:214d:c167,3702,+0200,1759226081916928964,76372163,traffic,,,,deny,ff02::c,noop,,lan,notice,,,189,root,17,,,FGT40FTK2209DDTF,lan,,0,0,0,local,,FwAutostazione,root,,0,local-in-policy6,,,undefined,unscanned,,MMS,64448,0001000014,,11:54:42,0,0,2025-10-01T00:04:04,MMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E8cVnZkBOc1mRMCtUqI_,2025-09-30,,192.168.39.167,443,+0200,1759225537764299320,803356882,utm,Reserved,,,passthrough,17.253.122.196,,,PROGRESS,notice,,,189,root,6,,United,FGT80FTK22063366,lan,73b8376a-f5bf-51ee-6914-d26cbc63d0f4,,,33,webfilter,,CAPALDO_MANOCALZATI,wan1,,1536,policy,,,wan,,,HTTPS,58969,0317013312,,11:45:37,0,,2025-10-01T00:04:04,,,,,,,,URL,,,,,,bf9fc234-303e-51ee-8c56-e39babfc0025,bf9fc234-303e-51ee-8c56-e39babfc0025,Information,cl2.apple.com,direct,52,outgoing,domain,monitor-all,https://cl2.apple.com/,ftgd_allow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMcVnZkBOc1mRMCteaJc,2025-09-30,,193.94.70.171,,+0200,1759226082024174784,,utm,,,,permit,193.94.10.2,,,,information,,,190,root,17,,,FGT40FTK2209DDTF,,,,0,,voip,,FwAutostazione,,,,,,,,,,,,0814044032,,11:54:42,,,2025-10-01T00:04:14,,,,,,,,,,,,,,,,,,,,,,default,,voip,lan,13,0,session_origin,AirPDRF,sip:423@423,sip,register,1044717734,224345751139926-24883834055341@193.94.70.171,5060,53286,5060,voipd,sip:423@423,succeeded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MccVnZkBOc1mRMCteaJc,2025-09-30,,193.94.70.171,,+0200,1759226081990519684,,utm,,,,permit,193.94.10.2,,,,information,,,190,root,17,,,FGT40FTK2209DDTF,,,,0,,voip,,FwAutostazione,,,,,,,,,,,,0814044032,,11:54:42,,,2025-10-01T00:04:14,,,,,,,,,,,,,,,,,,,,,,default,,voip,lan,13,0,session_origin,AirPDRF,sip:423@423,sip,register,1044717734,224345751139926-24883834055341@193.94.70.171,5060,53285,5060,voipd,sip:423@423,authentication-required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R8cVnZkBOc1mRMCtoKJm,2025-09-30,,fe80::578c:46ab:214d:c167,3702,+0200,1759226082591400904,76372176,traffic,,,,deny,ff02::c,noop,,lan,notice,,,189,root,17,,,FGT40FTK2209DDTF,lan,,0,0,0,local,,FwAutostazione,root,,0,local-in-policy6,,,undefined,unscanned,,MMS,64448,0001000014,,11:54:42,0,0,2025-10-01T00:04:24,MMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMcVnZkBOc1mRMCtoKJm,2025-09-30,,,,+0200,1759226082598708264,,event,,,,ssl-new-con,,,,,information,,,190,root,,,,FGT40FTK2209DDTF,,,,,,vpn,,FwAutostazione,,,,,,,,,,,,0101039943,,11:54:42,,,2025-10-01T00:04:24,,,,,,,,SSL,,SSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,0,89.23.159.170,ssl,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YccVnZkBOc1mRMCtx6Ju,2025-09-30,,,,+0200,1759226321251529884,,event,,,,ssl-alert,,,,,error,,,187,root,,,,FGT40FTK2209DDTF,,,,,,vpn,,FwAutostazione,,,,,,,,,,,,0101039944,,11:58:41,,,2025-10-01T00:04:34,,,,,,,,SSL,,SSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,warning,0,45.86.202.93,ssl,N/A,N/A,N/A,close,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YscVnZkBOc1mRMCtx6Ju,2025-09-30,,fe80::20c:abff:fe33:6e20,1900,+0200,1759226321580247784,76374312,traffic,,,,deny,ff02::c,noop,,lan,notice,,,189,root,17,,,FGT40FTK2209DDTF,lan,,0,0,0,local,,FwAutostazione,root,,0,local-in-policy6,,,undefined,unscanned,,MMS,33839,0001000014,,11:58:41,0,0,2025-10-01T00:04:34,MMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VscanZkBOc1mRMCt96ax,2025-09-30,0,172.30.19.101,443,+0200,1759226571853566429,409810790,traffic,Reserved,web-limit,dc:46:28:97:64:cc,accept,142.251.209.10,snat,Windows,VLAN60,notice,0,2.117.144.115,189,root,6,Navigazione,United,FG100FTK23080008,lan,cb2c5284-4f32-51ef-a5ee-7792f7896b30,208,1119,9,forward,dc:46:28:97:64:cc,Fiorucci-FG-01,wan1,web-limit,69834,policy,51287,0,wan,unscanned,NP-5CD324J0LD.randstaditaly.it,HTTPS,51287,0000000020,10,12:02:52,35731,279,2025-10-01T00:10:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,3497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V8canZkBOc1mRMCt96ax,2025-09-30,0,172.30.16.124,443,+0200,1759226571514459909,409389410,traffic,Reserved,web-limit,c8:5b:76:7e:02:84,accept,40.99.201.210,snat,Windows,VALN80,notice,0,2.117.144.115,189,root,6,Navigazione,Switzerland,FG100FTK23080008,lan,cb2c5284-4f32-51ef-a5ee-7792f7896b30,267,5388,9,forward,c8:5b:76:7e:02:84,Fiorucci-FG-01,wan1,web-limit,26078,policy,56597,0,wan,unscanned,ITPOME-LT111,HTTPS,56597,0000000020,10,12:02:52,159575,410,2025-10-01T00:10:14,,,,,,kerberos,chiara.calcabrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,4005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dMcbnZkBOc1mRMCtHqa6,2025-09-30,,fe80::408e:dcff:feac:b721,5353,+0200,1759226571461145429,377249,traffic,,,42:8e:dc:ac:b7:21,deny,ff02::fb,noop,Android,VLAN200,notice,0,,189,root,17,,,FGT40FTK2209A33N,lan,,0,0,0,local,42:8e:dc:ac:b7:21,FW-DeRosa,root,,0,local-in-policy6,,,undefined,unscanned,,udp/5353,5353,0001000014,10,12:02:52,0,0,2025-10-01T00:10:24,udp/5353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dccbnZkBOc1mRMCtHqa6,2025-09-30,,192.168.70.15,443,+0200,1759226571521128850,5766467,traffic,Reserved,,9c:6b:00:44:c7:ff,accept,95.100.171.31,snat,Windows,VLAN70,notice,0,192.168.20.254,189,root,6,InternetVlan70,Italy,FGT40FTK2209A33N,lan,458b50da-673f-51ed-5952-e0f66f0589af,14,270,36,forward,9c:6b:00:44:c7:ff,FW-DeRosa,lan3,,3137,policy,59360,,wan,unscanned,ARMANDO,HTTPS,59360,0000000020,10,12:02:52,4705,13,2025-10-01T00:10:24,,,,,,kerberos,Armando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,156,6.49.1,RB760iGS,Router,Ethernet,MikroTik,RouterOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kccbnZkBOc1mRMCtRabB,2025-09-30,,45.227.253.155,5020,+0200,1759226571679946730,5771473,traffic,Poland,,48:a9:8a:f2:7b:3f,server-rst,192.168.20.254,noop,RouterOS,lan3,notice,0,,189,root,6,,Reserved,FGT40FTK2209A33N,wan,,8,5,0,local,48:a9:8a:f2:7b:3f,FW-DeRosa,root,,1240,local-in-policy,,,undefined,unscanned,DeRosa,tcp/5020,64822,0001000014,6.49.15,12:02:52,4293,9,2025-10-01T00:10:34,Web,Ethernet,Router,RB760iGS,MikroTik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k8cbnZkBOc1mRMCtRabE,2025-09-30,,,,+0200,1759226571699539549,,event,,,,ssl-alert,,,,,error,,,187,root,,,,FGT40FTK2209A33N,,,,,,vpn,,FW-DeRosa,,,,,,,,,,,,0101039944,,12:02:52,,,2025-10-01T00:10:34,,,,,,,,SSL,,SSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,warning,0,45.227.253.155,ssl,N/A,N/A,N/A,close,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18cbnZkBOc1mRMCtbKbS,2025-09-30,,192.168.70.6,889,+0200,1759226571930202229,5771540,traffic,Reserved,,dc:fe:07:e0:dc:f3,deny,192.168.70.255,noop,Windows,VLAN70,notice,0,,189,root,17,,Reserved,FGT40FTK2209A33N,lan,,0,0,0,local,dc:fe:07:e0:dc:f3,FW-DeRosa,root,,0,local-in-policy,,,undefined,unscanned,III_Pc-Ferramenta,udp/889,889,0001000014,7,12:02:52,0,0,2025-10-01T00:10:44,udp/889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2McbnZkBOc1mRMCtbKbS,2025-09-30,,192.168.70.6,889,+0200,1759226571930067829,5771539,traffic,Reserved,,dc:fe:07:e0:dc:f3,deny,192.168.70.255,noop,Windows,VLAN70,notice,0,,189,root,17,,Reserved,FGT40FTK2209A33N,lan,,0,0,0,local,dc:fe:07:e0:dc:f3,FW-DeRosa,root,,0,local-in-policy,,,undefined,unscanned,III_Pc-Ferramenta,udp/889,889,0001000014,7,12:02:52,0,0,2025-10-01T00:10:44,udp/889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ccbnZkBOc1mRMCtk6bj,2025-09-30,,,,+0200,1759226572038577949,,event,,,,ssl-alert,,,,,error,,,187,root,,,,FGT40FTK2209A33N,,,,,,vpn,,FW-DeRosa,,,,,,,,,,,,0101039944,,12:02:52,,,2025-10-01T00:10:54,,,,,,,,SSL,,SSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,warning,0,45.227.253.155,ssl,N/A,N/A,N/A,close,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8scbnZkBOc1mRMCtk6bn,2025-09-30,,45.227.253.155,5020,+0200,1759226571999932210,5771474,traffic,Poland,,48:a9:8a:f2:7b:3f,server-rst,192.168.20.254,noop,RouterOS,lan3,notice,0,,189,root,6,,Reserved,FGT40FTK2209A33N,wan,,13,5,0,local,48:a9:8a:f2:7b:3f,FW-DeRosa,root,,1277,local-in-policy,,,undefined,unscanned,DeRosa,tcp/5020,58983,0001000014,6.49.15,12:02:52,18811,18,2025-10-01T00:10:54,Web,Ethernet,Router,RB760iGS,MikroTik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LscbnZkBOc1mRMCtuqf3,2025-09-30,,192.168.70.202,443,+0200,1759226572150939930,5769601,traffic,Reserved,,00:23:24:bd:01:45,accept,150.171.27.10,snat,Windows,VLAN70,notice,0,192.168.20.254,189,root,6,InternetVlan70,United,FGT40FTK2209A33N,lan,458b50da-673f-51ed-5952-e0f66f0589af,19,130,36,forward,00:23:24:bd:01:45,FW-DeRosa,lan3,,4212,policy,51706,,wan,unscanned,CASSA2_1,HTTPS,51706,0000000020,10,12:02:52,9537,20,2025-10-01T00:11:04,,,,,,kerberos,cassa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4212,9537,6.49,RB760iGS,Router,Ethernet,MikroTik,RouterOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L8cbnZkBOc1mRMCtuqf3,2025-09-30,,193.94.12.177,53,+0200,1759226571747434605,625063,traffic,Finland,,,accept,8.8.8.8,snat,,internal,notice,,192.168.1.254,189,root,17,Internet,United,FGT60ETK19099WM0,lan,6cc0e62c-744b-51ea-e51c-f66fa42935be,1,180,1,forward,,FW-AIR_TORRETTE,wan1,,61,policy,59660,,wan,unscanned,,DNS,59660,0000000013,,12:02:52,77,1,2025-10-01T00:11:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SscbnZkBOc1mRMCt4qcG,2025-09-30,,193.94.12.177,53,+0200,1759226571767429363,625060,traffic,Finland,,,accept,8.8.8.8,snat,,internal,notice,,192.168.1.254,189,root,17,Internet,United,FGT60ETK19099WM0,lan,6cc0e62c-744b-51ea-e51c-f66fa42935be,1,180,1,forward,,FW-AIR_TORRETTE,wan1,,72,policy,61830,,wan,unscanned,,DNS,61830,0000000013,,12:02:52,122,1,2025-10-01T00:11:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S8cbnZkBOc1mRMCt4qcG,2025-09-30,,193.94.12.177,53,+0200,1759226571767427809,625061,traffic,Finland,,,accept,8.8.8.8,snat,,internal,notice,,192.168.1.254,189,root,17,Internet,United,FGT60ETK19099WM0,lan,6cc0e62c-744b-51ea-e51c-f66fa42935be,1,180,1,forward,,FW-AIR_TORRETTE,wan1,,61,policy,54885,,wan,unscanned,,DNS,54885,0000000013,,12:02:52,111,1,2025-10-01T00:11:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CsccnZkBOc1mRMCt86iB,2025-09-30,,193.94.70.190,4711,+0200,1759226572832877704,1055247399,traffic,Finland,,,deny,255.255.255.255,noop,,lan,notice,,,189,root,17,,Reserved,FGT40FTK2209DDTF,lan,,0,0,0,local,,FwAutostazione,root,,0,local-in-policy,,,undefined,unscanned,,udp/4711,4711,0001000014,,12:02:52,0,0,2025-10-01T00:12:24,udp/4711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMccnZkBOc1mRMCt86iB,2025-09-30,,fe80::20c:abff:fe33:6e31,1900,+0200,1759226572261606964,76376831,traffic,,,,deny,ff02::c,noop,,lan,notice,,,189,root,17,,,FGT40FTK2209DDTF,lan,,0,0,0,local,,FwAutostazione,root,,0,local-in-policy6,,,undefined,unscanned,,MMS,55259,0001000014,,12:02:52,0,0,2025-10-01T00:12:24,MMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
