_id,date,shaperdroprcvdbyte,srcip,dstport,tz,eventtime,sessionid,type,srccountry,shaperrcvdname,mastersrcmac,action,dstip,trandisp,osname,srcintf,level,srcserver,transip,priority,vd,proto,policyname,dstcountry,devid,srcintfrole,poluuid,sentpkt,duration,policyid,subtype,srcmac,devname,dstintf,shapersentname,sentbyte,policytype,transport,shaperdropsentbyte,dstintfrole,appcat,srcname,service,srcport,logid,srcswversion,time,rcvdbyte,rcvdpkt,nifi_datetime,app,srcfamily,devtype,srchwversion,srchwvendor,unauthusersource,unauthuser,msg,sync_type,logdesc,sync_status,countweb,utmaction,srcuuid,dstuuid,catdesc,hostname,reqtype,cat,direction,method,profile,url,eventtype,src_int,policy_id,epoch,dir,dst_int,from,voip_proto,kind,session_id,call_id,src_port,event_id,dst_port,logsrc,to,status,reason,tunnelid,remip,tunneltype,user,dst_host,group,desc,sentdelta,rcvddelta,dstswversion,dsthwversion,dstdevtype,dstfamily,dsthwvendor,dstosname,ui,sn,identifier,devcategory,ip,interface,mac,dhcp_msg,lease,server,ssid,security,encryption,stamac,remotewtptime,vap,ap,authserver,crlevel,dstcity,vwlid,crscore,craction,dstreputation,dstinetsvc,masterdstmac,dstregion,dstmac,vpntype,dstserver,locip,useralt,cookies,vpntunnel,peer_notif,remport,result,assignip,xauthuser,outintf,xauthgroup,locport,espauth,role,esptransform,out_spi,in_spi,init,version,exch,dstuser,agent,ratemethod,httpmethod,radioband,channel,mpsk,signal,radioid,snr,advpnsc,nextstat,tunnelip,community,pdstport,psrcport,mode,stage,fazlograte,mem,sysuptime,disklograte,bandwidth,cpu,freediskstorage,disk,setuprate,totalsession,bssid,manuf,stacount,apscan,onwire,aptype,radioiddetected,rate,noise,live,radioidclosest,detectionmethod,apstatus,snclosest,sndetected,age,intf,fctuid,applist,apprisk,incidentserialno,scertcname,scertissuer,appid,countapp,tranip,tranport,phase2_name,cause,pid,used,total,cfgattr,cfgobj,cfgtid,cfgpath,act,hook,tuple-num,operdrmamode,opercountry,cfgtxpower,configcountry,opertxpower,slctdrmamode
Ysi1nZkBOc1mRMCtZRxd,2025-09-30,,fe80::4a89:5c56:4401:99b9,5353,+0200,1759236612597216364,76476777,traffic,,,,deny,ff02::fb,noop,,lan,notice,,,189,root,17,,,FGT40FTK2209DDTF,lan,,0,0,0,local,,FwAutostazione,root,,0,local-in-policy6,,,undefined,unscanned,,udp/5353,5353,0001000014,,14:50:12,0,0,2025-10-01T02:58:54,udp/5353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y8i1nZkBOc1mRMCtZRxd,2025-09-30,,fe80::4a89:5c56:4401:99b9,5353,+0200,1759236612598105764,76476779,traffic,,,,deny,ff02::fb,noop,,lan,notice,,,189,root,17,,,FGT40FTK2209DDTF,lan,,0,0,0,local,,FwAutostazione,root,,0,local-in-policy6,,,undefined,unscanned,,udp/5353,5353,0001000014,,14:50:12,0,0,2025-10-01T02:58:54,udp/5353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hci1nZkBOc1mRMCtjBxv,2025-09-30,,fe80::4a89:5c56:4401:99b9,5353,+0200,1759236612597969024,76476778,traffic,,,,deny,ff02::fb,noop,,lan,notice,,,189,root,17,,,FGT40FTK2209DDTF,lan,,0,0,0,local,,FwAutostazione,root,,0,local-in-policy6,,,undefined,unscanned,,udp/5353,5353,0001000014,,14:50:12,0,0,2025-10-01T02:59:04,udp/5353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h8i1nZkBOc1mRMCtjBxy,2025-09-30,,fe80::2ac5:c8ff:fea2:1356,5353,+0200,1759236612659791444,76476781,traffic,,,,deny,ff02::fb,noop,,lan,notice,,,189,root,17,,,FGT40FTK2209DDTF,lan,,0,0,0,local,,FwAutostazione,root,,0,local-in-policy6,,,undefined,unscanned,,udp/5353,5353,0001000014,,14:50:12,0,0,2025-10-01T02:59:04,udp/5353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n8i1nZkBOc1mRMCtsxyE,2025-09-30,,fe80::2ac5:c8ff:fea3:e67e,5353,+0200,1759236612659927204,76476782,traffic,,,,deny,ff02::fb,noop,,lan,notice,,,189,root,17,,,FGT40FTK2209DDTF,lan,,0,0,0,local,,FwAutostazione,root,,0,local-in-policy6,,,undefined,unscanned,,udp/5353,5353,0001000014,,14:50:12,0,0,2025-10-01T02:59:14,udp/5353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oMi1nZkBOc1mRMCtsxyE,2025-09-30,,fe80::9e93:4eff:feec:c7c2,5353,+0200,1759236612684540504,76476783,traffic,,,,deny,ff02::fb,noop,,lan,notice,,,189,root,17,,,FGT40FTK2209DDTF,lan,,0,0,0,local,,FwAutostazione,root,,0,local-in-policy6,,,undefined,unscanned,,udp/5353,5353,0001000014,,14:50:12,0,0,2025-10-01T02:59:14,udp/5353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RciunZkBOc1mRMCthxdq,2025-09-30,,fe80::20c:abff:fe33:6e30,1900,+0200,1759236123265203664,76472129,traffic,,,,deny,ff02::c,noop,,lan,notice,,,189,root,17,,,FGT40FTK2209DDTF,lan,,0,0,0,local,,FwAutostazione,root,,0,local-in-policy6,,,undefined,unscanned,,MMS,58064,0001000014,,14:42:03,0,0,2025-10-01T02:51:24,MMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
csi_nZkBOc1mRMCt7CTl,2025-09-30,,fe80::20c:abff:fe33:6e20,1900,+0200,1759237353067983404,76484009,traffic,,,,deny,ff02::c,noop,,lan,notice,,,189,root,17,,,FGT40FTK2209DDTF,lan,,0,0,0,local,,FwAutostazione,root,,0,local-in-policy6,,,undefined,unscanned,,MMS,51415,0001000014,,15:02:33,0,0,2025-10-01T03:10:24,MMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c8i_nZkBOc1mRMCt7CTl,2025-09-30,,192.168.38.103,443,+0200,1759236808888886520,804457027,traffic,Reserved,,b8:27:eb:e4:d0:30,close,57.128.140.214,snat,Debian,PROGRESS-AT,notice,0,2.33.53.52,189,root,6,LOG_INTERNET,France,FGT80FTK22063366,lan,73b8376a-f5bf-51ee-6914-d26cbc63d0f4,12,2,33,forward,b8:27:eb:e4:d0:30,CAPALDO_MANOCALZATI,wan1,,1427,policy,47556,,wan,unscanned,,HTTPS,47556,0000000013,,14:53:29,5936,9,2025-10-01T03:10:24,,Raspberry,Engineering,Raspberry,Raspberry,,,,,,,1,allow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i8jAnZkBOc1mRMCtEyTy,2025-09-30,,192.168.32.6,443,+0200,1759236809183473140,804457356,utm,Reserved,,,passthrough,172.66.163.83,,,PROGRESS-UFF,notice,,,189,root,6,,United,FGT80FTK22063366,lan,73b8376a-f5bf-51ee-6914-d26cbc63d0f4,,,33,webfilter,,CAPALDO_MANOCALZATI,wan1,,1767,policy,,,wan,,,HTTPS,50926,0317013312,,14:53:29,0,,2025-10-01T03:10:34,,,,,,,,URL,,,,,,bf9fc234-303e-51ee-8c56-e39babfc0025,bf9fc234-303e-51ee-8c56-e39babfc0025,Business,cc.cdn.civiccomputing.com,direct,49,outgoing,domain,monitor-all,https://cc.cdn.civiccomputing.com/,ftgd_allow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jMjAnZkBOc1mRMCtEyT1,2025-09-30,,192.168.32.6,443,+0200,1759236809218444679,804457360,utm,Reserved,,,passthrough,172.66.163.83,,,PROGRESS-UFF,notice,,,189,root,6,,United,FGT80FTK22063366,lan,73b8376a-f5bf-51ee-6914-d26cbc63d0f4,,,33,webfilter,,CAPALDO_MANOCALZATI,wan1,,1799,policy,,,wan,,,HTTPS,50928,0317013312,,14:53:29,0,,2025-10-01T03:10:34,,,,,,,,URL,,,,,,bf9fc234-303e-51ee-8c56-e39babfc0025,bf9fc234-303e-51ee-8c56-e39babfc0025,Business,cc.cdn.civiccomputing.com,direct,49,outgoing,domain,monitor-all,https://cc.cdn.civiccomputing.com/,ftgd_allow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pcjAnZkBOc1mRMCtOyQF,2025-09-30,,192.168.32.6,443,+0200,1759236809218487859,804457358,utm,Reserved,,,passthrough,172.66.163.83,,,PROGRESS-UFF,notice,,,189,root,6,,United,FGT80FTK22063366,lan,73b8376a-f5bf-51ee-6914-d26cbc63d0f4,,,33,webfilter,,CAPALDO_MANOCALZATI,wan1,,1799,policy,,,wan,,,HTTPS,50927,0317013312,,14:53:29,0,,2025-10-01T03:10:44,,,,,,,,URL,,,,,,bf9fc234-303e-51ee-8c56-e39babfc0025,bf9fc234-303e-51ee-8c56-e39babfc0025,Business,cc.cdn.civiccomputing.com,direct,49,outgoing,domain,monitor-all,https://cc.cdn.civiccomputing.com/,ftgd_allow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psjAnZkBOc1mRMCtOyQF,2025-09-30,,192.168.32.5,443,+0200,1759236809251233340,804457382,utm,Reserved,,,passthrough,13.69.239.78,,,PROGRESS-UFF,notice,,,189,root,6,,Ireland,FGT80FTK22063366,lan,73b8376a-f5bf-51ee-6914-d26cbc63d0f4,,,33,webfilter,,CAPALDO_MANOCALZATI,wan1,,381,policy,,,wan,,,HTTPS,53002,0317013312,,14:53:29,0,,2025-10-01T03:10:44,,,,,,,,URL,,,,,,bf9fc234-303e-51ee-8c56-e39babfc0025,bf9fc234-303e-51ee-8c56-e39babfc0025,Information,self.events.data.microsoft.com,direct,52,outgoing,domain,monitor-all,https://self.events.data.microsoft.com/,ftgd_allow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v8jAnZkBOc1mRMCtYiQU,2025-09-30,,192.168.39.98,443,+0200,1759236809330182940,804457393,utm,Reserved,,,passthrough,20.50.73.9,,,PROGRESS,notice,,,189,root,6,,United,FGT80FTK22063366,lan,73b8376a-f5bf-51ee-6914-d26cbc63d0f4,,,33,webfilter,,CAPALDO_MANOCALZATI,wan1,,214,policy,,,wan,,,HTTPS,59652,0317013312,,14:53:29,0,,2025-10-01T03:10:54,,,,,,,,URL,,,,,,bf9fc234-303e-51ee-8c56-e39babfc0025,bf9fc234-303e-51ee-8c56-e39babfc0025,Information,v10.events.data.microsoft.com,direct,52,outgoing,domain,monitor-all,https://v10.events.data.microsoft.com/,ftgd_allow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wMjAnZkBOc1mRMCtYiQU,2025-09-30,,192.168.32.6,443,+0200,1759236809319593640,804457391,utm,Reserved,,,passthrough,52.209.119.39,,,PROGRESS-UFF,notice,,,189,root,6,,Ireland,FGT80FTK22063366,lan,73b8376a-f5bf-51ee-6914-d26cbc63d0f4,,,33,webfilter,,CAPALDO_MANOCALZATI,wan1,,1830,policy,,,wan,,,HTTPS,50929,0317013312,,14:53:29,0,,2025-10-01T03:10:54,,,,,,,,URL,,,,,,bf9fc234-303e-51ee-8c56-e39babfc0025,bf9fc234-303e-51ee-8c56-e39babfc0025,Business,clapi.civiccomputing.com,direct,49,outgoing,domain,monitor-all,https://clapi.civiccomputing.com/,ftgd_allow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FcjAnZkBOc1mRMCtiSUm,2025-09-30,,192.168.32.6,443,+0200,1759236809474660880,804457425,utm,Reserved,,,passthrough,104.26.6.167,,,PROGRESS-UFF,notice,,,189,root,6,,United,FGT80FTK22063366,lan,73b8376a-f5bf-51ee-6914-d26cbc63d0f4,,,33,webfilter,,CAPALDO_MANOCALZATI,wan1,,2026,policy,,,wan,,,HTTPS,50931,0317013312,,14:53:29,0,,2025-10-01T03:11:04,,,,,,,,URL,,,,,,bf9fc234-303e-51ee-8c56-e39babfc0025,bf9fc234-303e-51ee-8c56-e39babfc0025,Information,c.blendee.com,direct,52,outgoing,domain,monitor-all,https://c.blendee.com/,ftgd_allow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FsjAnZkBOc1mRMCtiSUm,2025-09-30,,192.168.32.6,443,+0200,1759236809473862320,804457424,utm,Reserved,,,passthrough,104.26.11.4,,,PROGRESS-UFF,notice,,,189,root,6,,United,FGT80FTK22063366,lan,73b8376a-f5bf-51ee-6914-d26cbc63d0f4,,,33,webfilter,,CAPALDO_MANOCALZATI,wan1,,1972,policy,,,wan,,,HTTPS,50930,0317013312,,14:53:29,0,,2025-10-01T03:11:04,,,,,,,,URL,,,,,,bf9fc234-303e-51ee-8c56-e39babfc0025,bf9fc234-303e-51ee-8c56-e39babfc0025,Information,js-ssl.neodatagroup.com,direct,52,outgoing,domain,monitor-all,https://js-ssl.neodatagroup.com/,ftgd_allow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L8jAnZkBOc1mRMCtsCU4,2025-09-30,0,172.30.16.123,443,+0200,1759237353273527589,410881541,traffic,Reserved,web-limit,48:2a:e3:46:dd:2e,server-rst,52.182.143.214,snat,Windows,VALN80,notice,0,2.117.144.115,189,root,6,Navigazione,United,FG100FTK23080008,lan,cb2c5284-4f32-51ef-a5ee-7792f7896b30,15,133,9,forward,48:2a:e3:46:dd:2e,Fiorucci-FG-01,wan1,web-limit,4597,policy,56722,0,wan,unscanned,ITPOME-LT158,HTTPS,56722,0000000013,10,15:02:33,8015,17,2025-10-01T03:11:14,,,,,,kerberos,emanuela.filippini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMjAnZkBOc1mRMCtsCU4,2025-09-30,,192.168.39.98,5228,+0200,1759236809548964060,804457429,utm,Reserved,,,passthrough,142.251.31.188,,,PROGRESS,notice,,,189,root,6,,United,FGT80FTK22063366,lan,73b8376a-f5bf-51ee-6914-d26cbc63d0f4,,,33,webfilter,,CAPALDO_MANOCALZATI,wan1,,1763,policy,,,wan,,,HTTPS,59654,0317013312,,14:53:29,0,,2025-10-01T03:11:14,,,,,,,,URL,,,,,,bf9fc234-303e-51ee-8c56-e39babfc0025,bf9fc234-303e-51ee-8c56-e39babfc0025,Instant,mtalk.google.com,direct,69,outgoing,domain,monitor-all,https://mtalk.google.com/,ftgd_allow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S8jAnZkBOc1mRMCt1yVB,2025-09-30,,172.30.5.58,1947,+0200,1759237353503165269,410894853,traffic,Reserved,,00:13:3b:10:10:10,deny,172.30.15.255,noop,Windows,VLAN30,notice,0,,189,root,17,,Reserved,FG100FTK23080008,lan,,0,0,0,local,00:13:3b:10:10:10,Fiorucci-FG-01,root,,0,local-in-policy,,,undefined,unscanned,ITPOME-WP148,MMS,49981,0001000014,10,15:02:33,0,0,2025-10-01T03:11:24,MMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TsjAnZkBOc1mRMCt1yVE,2025-09-30,,fe80::266a:eff:fe90:7e48,547,+0200,1759237353871180209,2020769,traffic,,,24:6a:0e:90:7e:48,deny,ff02::1:2,noop,Linux,VLAN30,notice,0,,189,root,17,,,FG100FTK23080008,lan,,0,0,0,local,24:6a:0e:90:7e:48,Fiorucci-FG-01,root,,0,local-in-policy6,,,undefined,unscanned,,DHCP6,546,0001000014,,15:02:33,0,0,2025-10-01T03:11:24,DHCP6,,,,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dci9nZkBOc1mRMCt8CP-,2025-09-30,,fe80::81bb:b22d:235f:7500,3702,+0200,1759237352322173164,76484003,traffic,,,,deny,ff02::c,noop,,lan,notice,,,189,root,17,,,FGT40FTK2209DDTF,lan,,0,0,0,local,,FwAutostazione,root,,0,local-in-policy6,,,undefined,unscanned,,MMS,49641,0001000014,,15:02:32,0,0,2025-10-01T03:08:14,MMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dsi9nZkBOc1mRMCt8SMD,2025-09-30,,193.94.35.39,443,+0200,1759237103062075529,36428496,traffic,Finland,,,client-rst,217.182.178.228,snat,,lan,notice,,151.3.152.170,189,root,6,Internet,France,FG100FTK21007153,lan,613cf336-2ce6-51ec-67a1-3f76a6699f96,15,14,4,forward,,FortiGate-CE,wan2,,5242,policy,61841,,wan,unscanned,,HTTPS,61841,0000000013,,14:58:22,1850,12,2025-10-01T03:08:14,,,,,,,,,,,,,,1693ef60-2ce6-51ec-1f43-7b6c10d4b7ce,0ece0cb4-2b62-51ec-dc24-fe0fcf5c6c71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J8i-nZkBOc1mRMCtGCMX,2025-09-30,,fe80::20c:abff:fe33:6e30,1900,+0200,1759237351558680124,76483998,traffic,,,,deny,ff02::c,noop,,lan,notice,,,189,root,17,,,FGT40FTK2209DDTF,lan,,0,0,0,local,,FwAutostazione,root,,0,local-in-policy6,,,undefined,unscanned,,MMS,40323,0001000014,,15:02:32,0,0,2025-10-01T03:08:24,MMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMi-nZkBOc1mRMCtGCMX,2025-09-30,,fe80::20c:abff:fe33:6e30,1900,+0200,1759237351559208224,76483999,traffic,,,,deny,ff02::c,noop,,lan,notice,,,189,root,17,,,FGT40FTK2209DDTF,lan,,0,0,0,local,,FwAutostazione,root,,0,local-in-policy6,,,undefined,unscanned,,MMS,52510,0001000014,,15:02:32,0,0,2025-10-01T03:08:24,MMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qci-nZkBOc1mRMCtPyM3,2025-09-30,,fe80::20c:abff:fe33:6e31,1900,+0200,1759237351811489584,76484000,traffic,,,,deny,ff02::c,noop,,lan,notice,,,189,root,17,,,FGT40FTK2209DDTF,lan,,0,0,0,local,,FwAutostazione,root,,0,local-in-policy6,,,undefined,unscanned,,MMS,41780,0001000014,,15:02:32,0,0,2025-10-01T03:08:34,MMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qsi-nZkBOc1mRMCtPyM3,2025-09-30,,fe80::20c:abff:fe33:6e31,1900,+0200,1759237351811970804,76484001,traffic,,,,deny,ff02::c,noop,,lan,notice,,,189,root,17,,,FGT40FTK2209DDTF,lan,,0,0,0,local,,FwAutostazione,root,,0,local-in-policy6,,,undefined,unscanned,,MMS,33548,0001000014,,15:02:32,0,0,2025-10-01T03:08:34,MMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XMi-nZkBOc1mRMCtZiNA,2025-09-30,,fe80::2ac5:c8ff:fea1:fbc6,547,+0200,1759237352293977544,76484002,traffic,,,,deny,ff02::1:2,noop,,lan,notice,,,189,root,17,,,FGT40FTK2209DDTF,lan,,0,0,0,local,,FwAutostazione,root,,0,local-in-policy6,,,undefined,unscanned,,DHCP6,546,0001000014,,15:02:32,0,0,2025-10-01T03:08:44,DHCP6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xci-nZkBOc1mRMCtZiNA,2025-09-30,,fe80::1747:693e:f68:241c,3702,+0200,1759237352462541104,76484004,traffic,,,,deny,ff02::c,noop,,lan,notice,,,189,root,17,,,FGT40FTK2209DDTF,lan,,0,0,0,local,,FwAutostazione,root,,0,local-in-policy6,,,undefined,unscanned,,MMS,63948,0001000014,,15:02:32,0,0,2025-10-01T03:08:44,MMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
