source,device_id,date,feature,value_today,median,robust_sigma,z,vote,direction,strength
watchguard,8014036CB2D0A,2025-10-20,action_accept_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,8014036CB2D0A,2025-10-20,action_accept_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,8014036CB2D0A,2025-10-20,action_deny_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,8014036CB2D0A,2025-10-20,action_deny_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,8014036CB2D0A,2025-10-20,action_client-rst_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,8014036CB2D0A,2025-10-20,action_client-rst_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,8014036CB2D0A,2025-10-20,action_server-rst_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,8014036CB2D0A,2025-10-20,action_server-rst_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,8014036CB2D0A,2025-10-20,action_timeout_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,8014036CB2D0A,2025-10-20,action_timeout_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,8014036CB2D0A,2025-10-20,action_passthrough_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,8014036CB2D0A,2025-10-20,action_passthrough_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,8014036CB2D0A,2025-10-20,unique_proto,5.0,4.0,0.7412898443291327,1.349,0,UP,OK
watchguard,8014036CB2D0A,2025-10-20,unique_service,1.0,1.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,8014036CB2D0A,2025-10-20,unique_policy,72.0,71.0,3.150481838398814,0.31741176470588234,0,UP,OK
watchguard,8014036CB2D0A,2025-10-20,unique_user,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,8014036CB2D0A,2025-10-21,events_raw,186572.0,345386.0,128017.7909562639,-1.240561947005142,0,DOWN,OK
watchguard,8014036CB2D0A,2025-10-21,events_after_day_filter,176189.0,318160.0,118661.97183098592,-1.196432166172107,0,DOWN,OK
watchguard,8014036CB2D0A,2025-10-21,total_events,45323.0,67961.0,28768.902891030393,-0.7868913210123875,0,DOWN,OK
watchguard,8014036CB2D0A,2025-10-21,bytes_total,250839300.0,509551721.0,319983372.4981468,-0.8085183269999392,0,DOWN,OK
watchguard,8014036CB2D0A,2025-10-21,bytes_per_event,5534.481389140172,11257.097006571483,4408.2784223413155,-1.2981520378633271,0,DOWN,OK
watchguard,8014036CB2D0A,2025-10-21,unique_src_ip,1227.0,1376.0,125.09266123054114,-1.191117037037037,0,DOWN,OK
