source,device_id,date,iforest_score
watchguard,8014036CB2D0A,2025-10-17,0.0195767022311506
watchguard,8014036CB2D0A,2025-10-18,0.014707549327844571
watchguard,8014036CB2D0A,2025-10-19,-0.027619394455502544
watchguard,8014036CB2D0A,2025-10-20,0.021213155985513488
watchguard,8014036CB2D0A,2025-10-21,-0.005176121478788986
watchguard,801404C53C7FC,2025-10-17,5.9261896209084064e-05
watchguard,801404C53C7FC,2025-10-18,-0.01584323538399679
watchguard,801404C53C7FC,2025-10-19,-0.033600300900427316
watchguard,801404C53C7FC,2025-10-20,0.010759499911140558
watchguard,801404C53C7FC,2025-10-21,-0.025924338124739044
watchguard,80140A461E0D7,2025-10-17,0.06614119134112051
watchguard,80140A461E0D7,2025-10-18,-0.07843666209584932
watchguard,80140A461E0D7,2025-10-19,-0.020294404367846686
watchguard,80140A461E0D7,2025-10-20,0.07962178070077097
watchguard,80140A461E0D7,2025-10-21,0.01659603052837516
watchguard,80DE037908ED6,2025-10-17,0.05021381120236584
watchguard,80DE037908ED6,2025-10-18,0.07301577233570583
watchguard,80DE037908ED6,2025-10-19,-0.05581008553705702
watchguard,80DE037908ED6,2025-10-20,0.06646359190655732
watchguard,80DE037908ED6,2025-10-21,-0.02587440007191577
watchguard,80DE071CE38D5,2025-10-17,0.040537328691262475
watchguard,80DE071CE38D5,2025-10-18,-0.07936894778698123
watchguard,80DE071CE38D5,2025-10-19,-0.07193557103481807
watchguard,80DE071CE38D5,2025-10-20,-0.02783759258196017
watchguard,80DE071CE38D5,2025-10-21,-0.003576568446038153
watchguard,C039042A3F3BF,2025-10-17,0.034021605914228314
watchguard,C039042A3F3BF,2025-10-18,-0.052544035050105964
watchguard,C039042A3F3BF,2025-10-19,-0.03935007099014931
watchguard,C039042A3F3BF,2025-10-20,-0.013039543719565727
watchguard,C039042A3F3BF,2025-10-21,-0.004873223344521116
watchguard,watchguard_unknown,2025-10-17,0.04350587113257803
watchguard,watchguard_unknown,2025-10-18,0.0167826458675
watchguard,watchguard_unknown,2025-10-19,-0.05615424651377399
watchguard,watchguard_unknown,2025-10-20,-0.05595836958227063
watchguard,watchguard_unknown,2025-10-21,-0.039619915031070096
